v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,target
54,retired,married,primary,no,235,no,yes,cellular,21,nov,353,2,113,5,failure,0
36,blue-collar,married,secondary,no,708,yes,no,telephone,21,nov,43,1,-1,0,unknown,0
38,technician,married,secondary,no,284,yes,no,unknown,6,may,483,1,-1,0,unknown,0
27,blue-collar,married,primary,no,713,yes,no,unknown,30,may,152,4,-1,0,unknown,0
45,admin.,married,secondary,no,0,yes,yes,cellular,4,aug,368,2,-1,0,unknown,0
29,technician,single,secondary,no,-13,yes,no,cellular,14,may,512,3,-1,0,unknown,0
58,retired,married,tertiary,no,3628,no,no,unknown,16,jun,109,2,-1,0,unknown,0
56,services,married,secondary,no,1150,no,yes,cellular,17,nov,107,1,117,3,failure,0
45,admin.,married,secondary,yes,-106,yes,yes,cellular,7,may,553,3,288,1,other,1
28,admin.,single,secondary,no,296,yes,no,unknown,13,may,218,1,-1,0,unknown,0
30,unemployed,single,primary,no,1,no,no,cellular,18,nov,119,2,-1,0,unknown,0
34,housemaid,married,secondary,yes,0,no,no,cellular,21,aug,398,2,-1,0,unknown,0
60,management,married,tertiary,no,474,no,no,cellular,31,aug,415,5,186,3,other,1
49,services,divorced,primary,no,90,no,no,cellular,23,jul,126,4,-1,0,unknown,0
36,blue-collar,divorced,secondary,no,2843,no,no,cellular,12,feb,473,1,182,1,success,0
54,blue-collar,married,secondary,no,-10,yes,no,cellular,21,nov,490,2,-1,0,unknown,0
48,housemaid,married,secondary,no,1397,no,no,cellular,31,jul,66,2,-1,0,unknown,0
32,blue-collar,married,primary,no,2198,no,no,cellular,15,may,463,1,175,4,failure,0
36,self-employed,married,tertiary,no,1234,no,no,cellular,7,jul,106,1,-1,0,unknown,0
27,technician,single,tertiary,no,149,no,yes,cellular,30,jan,283,1,-1,0,unknown,0
34,housemaid,married,tertiary,no,11219,no,no,cellular,25,may,112,1,-1,0,unknown,0
30,services,single,secondary,no,726,yes,yes,cellular,30,jul,109,3,-1,0,unknown,0
81,retired,divorced,unknown,no,0,no,no,telephone,16,oct,128,1,-1,0,unknown,0
39,admin.,single,secondary,no,2749,yes,no,cellular,8,may,104,1,170,1,failure,0
35,self-employed,married,tertiary,no,7990,yes,no,cellular,4,feb,357,1,-1,0,unknown,0
48,management,married,tertiary,no,732,no,no,cellular,14,aug,157,2,-1,0,unknown,0
39,technician,single,tertiary,no,434,yes,no,cellular,28,jan,169,2,-1,0,unknown,0
32,blue-collar,single,primary,no,1660,no,no,unknown,20,may,14,1,-1,0,unknown,0
34,management,single,secondary,no,1863,no,no,cellular,28,aug,143,1,-1,0,unknown,0
39,blue-collar,married,secondary,no,1309,no,yes,telephone,10,jul,37,1,-1,0,unknown,0
57,housemaid,married,primary,no,1969,no,no,cellular,14,aug,286,3,-1,0,unknown,0
59,retired,married,primary,no,2632,no,no,cellular,3,jun,123,1,-1,0,unknown,0
37,admin.,married,tertiary,no,3221,no,no,cellular,15,jun,379,2,376,13,other,1
57,technician,married,tertiary,no,3082,yes,yes,cellular,20,apr,267,2,294,3,failure,0
36,technician,divorced,tertiary,no,1762,yes,no,unknown,3,jun,259,1,-1,0,unknown,0
39,admin.,married,tertiary,no,259,yes,no,unknown,19,may,27,1,-1,0,unknown,0
57,technician,divorced,secondary,no,204,no,no,unknown,6,jun,97,5,-1,0,unknown,0
31,services,divorced,secondary,no,1016,yes,no,cellular,6,may,20,1,342,1,failure,0
33,management,married,tertiary,no,2441,yes,yes,cellular,19,nov,154,1,-1,0,unknown,0
39,admin.,single,secondary,no,1965,yes,no,cellular,8,may,247,1,-1,0,unknown,0
56,housemaid,married,primary,no,2666,yes,yes,cellular,29,jan,94,2,-1,0,unknown,0
35,blue-collar,married,secondary,no,0,yes,yes,cellular,24,jul,250,1,-1,0,unknown,0
60,blue-collar,married,primary,no,93,no,yes,unknown,27,may,125,4,-1,0,unknown,0
45,management,married,tertiary,no,10,no,no,cellular,26,aug,133,7,-1,0,unknown,0
61,retired,married,primary,no,8729,no,no,cellular,30,oct,480,1,-1,0,unknown,1
28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,615,1,-1,0,unknown,0
42,technician,married,tertiary,no,757,no,no,cellular,10,feb,154,1,-1,0,unknown,1
73,retired,divorced,primary,no,5028,no,no,cellular,4,dec,696,10,-1,0,unknown,1
30,management,married,tertiary,no,4145,yes,yes,cellular,18,jul,302,1,-1,0,unknown,0
38,blue-collar,single,secondary,no,1137,no,no,cellular,13,may,316,1,-1,0,unknown,0
61,retired,married,tertiary,no,5267,no,no,cellular,18,aug,212,7,188,3,success,0
51,blue-collar,married,primary,no,720,no,no,cellular,7,jul,160,5,-1,0,unknown,0
48,technician,married,secondary,no,0,no,no,cellular,19,aug,215,2,-1,0,unknown,0
49,blue-collar,married,secondary,no,1157,no,no,cellular,18,aug,91,4,-1,0,unknown,0
35,technician,married,tertiary,no,633,yes,yes,cellular,2,feb,76,3,5,3,other,0
34,blue-collar,married,primary,no,-319,yes,yes,cellular,9,jul,134,4,-1,0,unknown,0
26,management,single,tertiary,no,690,no,no,cellular,5,feb,76,3,-1,0,unknown,0
32,admin.,single,secondary,no,294,yes,no,unknown,28,may,97,2,-1,0,unknown,0
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,-1,0,unknown,0
59,unemployed,divorced,secondary,no,2026,no,no,cellular,14,aug,185,3,73,1,failure,0
54,management,divorced,primary,no,0,no,no,unknown,6,may,472,1,-1,0,unknown,0
53,technician,divorced,secondary,no,1301,yes,no,unknown,29,may,90,1,-1,0,unknown,0
35,technician,married,secondary,no,294,yes,no,cellular,15,jun,238,6,98,5,success,0
55,blue-collar,married,unknown,no,2691,yes,no,cellular,20,nov,278,1,104,2,other,0
32,blue-collar,single,secondary,no,313,yes,yes,unknown,5,jun,67,2,-1,0,unknown,0
44,technician,married,secondary,no,7649,no,no,cellular,20,aug,188,6,-1,0,unknown,0
53,technician,divorced,secondary,no,305,no,yes,unknown,17,jun,192,1,-1,0,unknown,0
68,retired,married,secondary,no,1443,no,no,telephone,21,dec,2062,2,257,1,success,1
30,admin.,single,secondary,no,-548,yes,yes,cellular,28,jul,70,2,-1,0,unknown,0
56,unknown,divorced,primary,no,558,no,no,unknown,11,jun,119,1,-1,0,unknown,0
49,management,married,tertiary,no,1167,yes,yes,cellular,24,sep,249,1,91,14,success,1
44,management,married,secondary,no,4425,no,no,cellular,30,jul,477,2,-1,0,unknown,0
36,admin.,married,secondary,no,0,yes,yes,cellular,11,may,94,1,-1,0,unknown,0
33,blue-collar,married,primary,no,332,yes,no,unknown,6,may,116,2,-1,0,unknown,0
28,technician,single,secondary,no,8,yes,no,cellular,29,jan,389,2,254,3,failure,0
43,technician,divorced,secondary,yes,73,yes,no,cellular,14,jul,324,2,-1,0,unknown,0
51,technician,married,secondary,no,12061,yes,no,cellular,17,nov,150,1,188,1,failure,0
33,management,married,tertiary,no,641,yes,no,cellular,13,aug,347,2,-1,0,unknown,0
35,management,single,tertiary,no,2015,no,no,cellular,15,jun,60,1,390,1,failure,0
57,blue-collar,married,primary,no,0,no,no,cellular,12,aug,120,3,-1,0,unknown,0
33,services,married,secondary,no,107,yes,yes,cellular,13,may,21,6,-1,0,unknown,0
32,admin.,married,secondary,no,0,no,no,cellular,16,jul,141,7,-1,0,unknown,0
25,management,single,tertiary,no,493,yes,no,unknown,4,jun,301,1,-1,0,unknown,0
19,student,single,primary,no,56,no,no,cellular,12,aug,246,1,-1,0,unknown,0
38,admin.,single,secondary,no,648,yes,no,cellular,6,feb,101,2,-1,0,unknown,0
62,blue-collar,married,secondary,no,272,no,no,cellular,11,aug,146,1,286,2,failure,1
39,blue-collar,married,secondary,no,1360,yes,no,cellular,13,may,247,1,-1,0,unknown,0
31,services,married,secondary,no,238,yes,yes,unknown,9,may,156,2,-1,0,unknown,0
29,blue-collar,single,secondary,no,555,yes,no,cellular,15,may,133,4,-1,0,unknown,0
34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0,unknown,0
37,housemaid,married,secondary,no,589,yes,no,cellular,25,jul,335,2,-1,0,unknown,0
32,housemaid,married,primary,no,51,yes,no,cellular,12,may,324,1,-1,0,unknown,0
41,technician,married,secondary,no,978,no,no,cellular,29,jul,55,2,-1,0,unknown,0
40,retired,married,secondary,no,263,no,no,unknown,6,jun,761,3,-1,0,unknown,0
24,blue-collar,single,secondary,no,9883,no,no,cellular,8,jul,210,5,-1,0,unknown,1
60,entrepreneur,married,unknown,yes,-284,yes,yes,cellular,4,aug,67,8,-1,0,unknown,0
75,retired,married,secondary,no,324,no,no,telephone,12,nov,124,2,91,4,other,0
34,technician,married,secondary,no,50,no,no,cellular,11,aug,106,3,-1,0,unknown,0
56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,-1,0,unknown,1
38,blue-collar,single,secondary,no,0,no,no,cellular,30,apr,102,1,-1,0,unknown,0
53,unemployed,divorced,secondary,no,4512,no,no,unknown,19,jun,203,2,-1,0,unknown,0
33,management,single,tertiary,no,2294,yes,no,cellular,18,may,81,1,178,1,other,0
47,blue-collar,married,secondary,no,243,yes,no,cellular,4,feb,220,1,246,4,failure,0
43,blue-collar,married,secondary,no,678,yes,yes,cellular,13,apr,299,3,-1,0,unknown,0
33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,316,6,failure,1
41,management,married,secondary,no,71,yes,no,cellular,17,nov,64,1,-1,0,unknown,0
36,management,married,tertiary,no,625,yes,no,cellular,18,jul,1360,9,-1,0,unknown,1
33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other,1
52,management,married,tertiary,no,2708,yes,no,cellular,20,nov,231,1,-1,0,unknown,0
34,management,single,tertiary,no,76,yes,no,cellular,13,may,747,2,371,3,failure,1
38,technician,married,secondary,no,69,no,yes,cellular,24,jul,915,2,-1,0,unknown,0
29,blue-collar,single,primary,no,1768,yes,no,cellular,13,may,426,3,344,1,other,0
41,blue-collar,married,primary,no,3722,yes,no,unknown,19,may,590,2,-1,0,unknown,0
34,technician,married,secondary,no,298,no,no,cellular,28,aug,42,10,-1,0,unknown,0
28,management,married,tertiary,no,395,no,no,unknown,21,may,178,1,-1,0,unknown,0
59,management,married,tertiary,no,3969,no,no,cellular,18,nov,464,3,-1,0,unknown,0
45,services,married,secondary,no,475,yes,no,unknown,30,may,230,2,-1,0,unknown,0
31,management,single,tertiary,no,12569,no,no,cellular,9,sep,344,1,295,1,failure,1
32,services,married,secondary,no,983,yes,no,cellular,10,jul,121,1,-1,0,unknown,0
41,student,married,secondary,no,1309,no,no,unknown,20,jun,28,4,-1,0,unknown,0
30,admin.,divorced,secondary,no,83,yes,yes,cellular,18,nov,118,2,196,1,failure,0
37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,150,1,97,2,success,1
28,services,single,secondary,no,2921,yes,no,unknown,28,may,136,1,-1,0,unknown,0
48,blue-collar,married,secondary,no,-85,yes,no,cellular,13,may,56,1,343,1,other,0
40,technician,married,unknown,no,0,no,yes,cellular,7,jul,161,1,-1,0,unknown,0
44,blue-collar,married,secondary,no,3224,yes,no,unknown,30,may,306,1,-1,0,unknown,0
59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,-1,0,unknown,0
48,services,married,secondary,no,1323,yes,yes,cellular,7,may,99,1,-1,0,unknown,0
55,blue-collar,married,primary,no,761,no,no,unknown,18,jun,67,1,-1,0,unknown,0
48,admin.,divorced,secondary,no,771,yes,no,unknown,2,jun,133,1,-1,0,unknown,0
43,technician,married,secondary,no,381,yes,no,cellular,16,jul,191,6,-1,0,unknown,0
42,admin.,married,secondary,no,-1386,yes,yes,cellular,15,jul,56,4,-1,0,unknown,0
31,technician,single,secondary,no,13,no,no,cellular,6,may,318,1,166,1,failure,0
26,blue-collar,single,secondary,no,0,yes,no,cellular,6,may,340,1,-1,0,unknown,0
24,blue-collar,single,secondary,no,117,yes,yes,unknown,12,may,470,1,-1,0,unknown,0
56,unknown,married,unknown,no,15088,no,no,cellular,11,aug,179,4,-1,0,unknown,0
27,technician,single,secondary,no,3485,no,yes,cellular,25,jul,282,2,-1,0,unknown,0
35,blue-collar,single,primary,no,293,yes,no,unknown,30,may,521,2,-1,0,unknown,0
51,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown,0
35,management,married,tertiary,no,1380,no,no,cellular,23,feb,155,1,-1,0,unknown,1
34,technician,married,tertiary,no,31,no,no,unknown,24,feb,108,1,-1,0,unknown,0
37,management,single,tertiary,no,455,yes,no,cellular,13,aug,904,6,-1,0,unknown,1
31,blue-collar,married,secondary,no,1914,yes,no,unknown,21,may,192,1,-1,0,unknown,0
32,admin.,single,secondary,no,725,yes,no,unknown,3,jun,303,1,-1,0,unknown,0
34,services,married,secondary,no,1314,yes,no,cellular,13,may,124,1,-1,0,unknown,0
45,management,single,primary,no,707,yes,no,cellular,29,jan,78,1,-1,0,unknown,0
31,admin.,single,secondary,no,4388,yes,no,unknown,27,may,182,2,-1,0,unknown,0
38,entrepreneur,married,tertiary,no,228,yes,no,cellular,5,feb,105,1,-1,0,unknown,0
38,management,married,tertiary,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown,0
49,technician,single,secondary,no,0,yes,no,cellular,26,may,223,1,-1,0,unknown,0
37,services,single,secondary,no,887,no,no,cellular,14,may,553,2,-1,0,unknown,0
28,student,single,tertiary,no,221,yes,no,cellular,15,may,176,1,-1,0,unknown,0
44,blue-collar,married,primary,no,314,yes,no,unknown,30,may,742,2,-1,0,unknown,0
35,management,single,secondary,no,5260,yes,no,unknown,20,may,211,2,-1,0,unknown,0
32,technician,married,secondary,no,1951,yes,no,cellular,8,apr,518,2,261,2,failure,0
36,blue-collar,single,primary,no,79,no,no,unknown,20,jun,9,3,-1,0,unknown,0
45,blue-collar,single,primary,no,1006,no,no,unknown,20,jun,124,1,-1,0,unknown,0
45,blue-collar,married,secondary,no,61,yes,yes,unknown,23,may,208,1,-1,0,unknown,0
23,admin.,single,secondary,no,0,yes,no,cellular,17,apr,171,2,-1,0,unknown,0
49,management,single,secondary,no,61,yes,no,cellular,29,jan,185,2,246,1,failure,0
45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,1
28,blue-collar,married,primary,no,0,yes,no,cellular,16,jul,129,2,-1,0,unknown,0
31,blue-collar,divorced,secondary,no,-277,yes,no,telephone,17,jul,1008,2,-1,0,unknown,1
34,services,divorced,secondary,no,169,yes,no,unknown,16,may,260,1,-1,0,unknown,0
36,management,single,tertiary,no,7606,yes,no,unknown,30,may,917,1,-1,0,unknown,1
33,management,single,tertiary,no,1097,no,yes,cellular,6,aug,308,4,-1,0,unknown,0
36,management,single,tertiary,no,3343,no,no,cellular,18,nov,307,1,-1,0,unknown,0
32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown,1
62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,-1,0,unknown,1
35,management,married,tertiary,no,1473,yes,yes,cellular,16,apr,176,3,-1,0,unknown,0
39,blue-collar,married,secondary,no,298,yes,no,unknown,20,may,216,1,-1,0,unknown,0
44,blue-collar,single,secondary,no,36,yes,no,unknown,8,may,712,1,-1,0,unknown,0
43,admin.,married,secondary,no,6220,yes,no,unknown,2,jun,200,2,-1,0,unknown,0
55,services,married,secondary,no,1150,no,yes,cellular,23,jul,218,3,-1,0,unknown,0
32,management,single,tertiary,no,23,no,no,cellular,22,may,137,2,-1,0,unknown,0
30,self-employed,married,secondary,no,57,no,yes,cellular,8,jul,55,2,-1,0,unknown,0
60,technician,married,secondary,no,2041,no,no,telephone,29,jan,123,1,185,7,failure,0
35,management,married,tertiary,no,284,no,yes,cellular,6,aug,258,2,-1,0,unknown,0
52,management,divorced,secondary,no,123,no,no,unknown,8,may,306,2,-1,0,unknown,0
41,technician,single,primary,no,340,yes,no,cellular,13,may,262,1,349,1,failure,0
77,retired,married,tertiary,no,1047,no,no,cellular,30,jun,108,5,-1,0,unknown,0
28,services,single,secondary,no,40,yes,no,unknown,28,may,313,2,-1,0,unknown,0
37,services,married,secondary,no,335,yes,no,cellular,12,may,107,2,368,2,failure,0
26,technician,married,secondary,no,18,yes,yes,cellular,5,may,138,1,-1,0,unknown,0
36,admin.,single,secondary,no,0,yes,no,cellular,21,nov,139,2,-1,0,unknown,0
32,management,married,tertiary,no,302,yes,yes,unknown,23,feb,61,1,384,2,failure,1
36,technician,single,secondary,no,480,yes,no,cellular,28,jan,90,1,-1,0,unknown,0
48,blue-collar,married,primary,no,474,yes,yes,unknown,3,jul,414,1,-1,0,unknown,0
29,services,married,primary,no,711,yes,no,unknown,3,jun,136,4,-1,0,unknown,0
41,blue-collar,married,primary,no,262,yes,no,unknown,29,may,159,1,-1,0,unknown,0
32,technician,single,secondary,no,719,yes,no,unknown,28,may,79,6,-1,0,unknown,0
54,services,married,secondary,no,472,no,yes,cellular,21,jul,86,4,-1,0,unknown,0
43,services,married,primary,no,822,yes,no,unknown,16,may,112,1,-1,0,unknown,0
33,blue-collar,single,primary,no,777,no,no,cellular,7,jul,263,1,-1,0,unknown,0
34,admin.,divorced,secondary,no,67,yes,no,unknown,6,may,90,1,-1,0,unknown,0
35,technician,married,secondary,no,6,yes,no,cellular,11,may,204,2,348,2,failure,0
47,unknown,married,unknown,no,194,no,no,cellular,4,aug,108,1,-1,0,unknown,0
40,technician,married,secondary,no,694,yes,no,cellular,10,aug,107,4,68,11,success,0
39,services,married,secondary,no,8876,no,no,cellular,4,may,106,1,91,2,failure,0
36,self-employed,single,tertiary,no,4752,yes,no,unknown,21,may,446,2,-1,0,unknown,0
39,technician,married,tertiary,no,122,no,no,unknown,20,jun,44,5,-1,0,unknown,0
31,blue-collar,single,secondary,no,39,yes,no,cellular,15,may,123,5,-1,0,unknown,0
43,blue-collar,married,unknown,no,-633,yes,yes,unknown,13,may,277,1,-1,0,unknown,0
38,self-employed,married,secondary,no,581,yes,no,cellular,4,feb,281,5,-1,0,unknown,0
31,entrepreneur,married,secondary,no,7518,yes,no,cellular,20,nov,332,3,-1,0,unknown,0
32,management,married,tertiary,no,2218,yes,no,cellular,6,may,37,2,-1,0,unknown,0
33,blue-collar,married,secondary,no,10,yes,yes,unknown,20,may,107,1,-1,0,unknown,0
39,technician,married,unknown,no,931,yes,no,cellular,4,feb,64,1,-1,0,unknown,0
27,self-employed,single,tertiary,no,5214,yes,no,unknown,28,may,94,1,-1,0,unknown,0
26,admin.,single,tertiary,no,689,no,no,cellular,25,mar,78,1,-1,0,unknown,0
43,technician,single,secondary,no,799,yes,yes,unknown,29,may,13,3,-1,0,unknown,0
36,management,single,tertiary,no,335,no,no,unknown,10,oct,5,1,772,4,failure,0
31,services,single,secondary,no,712,no,no,cellular,31,jul,38,25,-1,0,unknown,0
34,admin.,single,secondary,no,43,yes,no,unknown,28,sep,6,1,-1,0,unknown,0
34,blue-collar,single,secondary,no,3773,yes,no,unknown,21,may,287,1,-1,0,unknown,0
46,blue-collar,divorced,primary,no,219,yes,no,cellular,21,nov,729,1,-1,0,unknown,1
51,blue-collar,married,primary,no,3170,yes,no,unknown,29,may,51,1,-1,0,unknown,0
37,management,single,secondary,no,0,yes,yes,cellular,2,apr,450,2,-1,0,unknown,0
46,technician,married,secondary,no,700,yes,yes,cellular,2,feb,299,1,-1,0,unknown,0
54,services,married,secondary,no,6376,no,no,cellular,13,aug,274,3,-1,0,unknown,0
36,management,divorced,tertiary,no,7821,no,no,unknown,9,jun,217,1,-1,0,unknown,0
50,blue-collar,married,unknown,no,2065,no,no,cellular,12,aug,161,2,-1,0,unknown,0
40,blue-collar,married,primary,no,137,no,yes,cellular,10,jul,214,1,-1,0,unknown,0
37,housemaid,married,secondary,no,723,no,no,telephone,28,jan,39,1,-1,0,unknown,0
27,admin.,married,secondary,no,1475,yes,no,unknown,27,may,472,1,-1,0,unknown,0
32,services,married,secondary,no,1670,no,no,cellular,13,may,223,1,299,2,failure,0
29,admin.,single,secondary,no,65,yes,no,cellular,14,may,9,6,-1,0,unknown,0
56,retired,married,secondary,no,0,no,yes,cellular,7,aug,110,4,-1,0,unknown,0
46,blue-collar,married,primary,no,0,yes,no,cellular,12,may,278,1,-1,0,unknown,0
38,admin.,married,tertiary,no,1209,no,no,cellular,31,jul,98,5,-1,0,unknown,0
35,management,married,tertiary,no,300,yes,no,cellular,15,jul,555,2,-1,0,unknown,0
31,management,single,tertiary,no,153,no,no,cellular,9,feb,65,3,-1,0,unknown,0
50,blue-collar,married,secondary,no,1553,yes,no,cellular,31,jul,53,2,-1,0,unknown,0
35,management,married,tertiary,no,82,no,no,cellular,8,aug,507,4,-1,0,unknown,1
58,unemployed,married,secondary,no,68,no,no,cellular,26,may,169,2,-1,0,unknown,0
30,technician,married,secondary,no,398,yes,no,cellular,17,apr,132,2,238,2,failure,0
33,blue-collar,married,secondary,no,58,no,no,unknown,16,may,144,2,-1,0,unknown,0
39,services,married,unknown,no,-516,yes,no,unknown,9,may,86,2,-1,0,unknown,0
39,services,married,secondary,no,-762,yes,yes,cellular,8,may,40,6,343,2,failure,0
37,blue-collar,married,primary,no,623,no,no,cellular,26,mar,267,2,-1,0,unknown,0
45,management,single,tertiary,no,1269,no,no,unknown,20,jun,55,7,-1,0,unknown,0
31,self-employed,single,tertiary,no,1788,no,no,cellular,27,aug,212,15,-1,0,unknown,0
48,management,married,secondary,no,161,yes,no,unknown,5,may,224,3,-1,0,unknown,0
55,management,married,tertiary,no,36,no,yes,cellular,22,jul,46,3,-1,0,unknown,0
40,retired,single,primary,no,0,no,no,unknown,5,may,136,2,-1,0,unknown,0
49,management,married,tertiary,no,1304,yes,no,unknown,27,may,144,1,-1,0,unknown,0
32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,3,83,3,success,1
24,student,single,secondary,no,867,no,no,cellular,2,aug,135,7,108,8,other,0
42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52,1,-1,0,unknown,0
47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239,2,-1,0,unknown,0
49,blue-collar,married,secondary,no,863,yes,yes,telephone,8,may,101,1,-1,0,unknown,0
47,blue-collar,divorced,secondary,no,1815,yes,no,cellular,5,feb,105,1,253,4,failure,0
33,admin.,married,primary,no,499,no,no,cellular,17,apr,95,3,-1,0,unknown,0
37,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,may,115,1,-1,0,unknown,0
40,admin.,married,secondary,no,1010,yes,no,unknown,14,may,283,1,-1,0,unknown,0
33,management,married,tertiary,no,10,yes,no,unknown,23,may,72,5,-1,0,unknown,0
40,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,145,1,-1,0,unknown,0
33,student,divorced,secondary,no,422,no,no,cellular,6,aug,406,3,-1,0,unknown,0
48,management,single,tertiary,no,940,no,no,unknown,23,jun,216,3,-1,0,unknown,0
40,management,married,tertiary,no,552,no,no,cellular,28,jul,761,8,-1,0,unknown,0
31,technician,divorced,secondary,no,304,no,no,cellular,2,feb,133,2,-1,0,unknown,0
46,blue-collar,married,secondary,no,1673,yes,no,cellular,29,aug,56,10,-1,0,unknown,0
50,self-employed,married,secondary,no,111,no,no,cellular,11,aug,277,3,-1,0,unknown,0
30,blue-collar,divorced,secondary,no,0,no,yes,cellular,8,jul,320,1,-1,0,unknown,0
49,services,married,secondary,no,5673,no,yes,cellular,4,aug,357,3,-1,0,unknown,0
27,management,single,tertiary,no,1,yes,no,cellular,30,jul,764,4,-1,0,unknown,1
48,blue-collar,married,primary,no,750,yes,no,cellular,18,may,90,6,-1,0,unknown,0
59,admin.,married,secondary,no,145,yes,no,telephone,12,may,556,2,287,13,success,1
48,entrepreneur,married,secondary,no,151,no,no,cellular,16,jul,191,1,-1,0,unknown,0
19,student,single,unknown,no,108,no,no,cellular,10,aug,168,1,182,2,success,1
26,admin.,married,unknown,no,4311,no,no,cellular,26,may,75,1,-1,0,unknown,0
43,technician,married,primary,no,-441,yes,no,cellular,14,jul,216,3,-1,0,unknown,0
50,blue-collar,married,primary,no,-219,no,yes,cellular,20,aug,177,2,-1,0,unknown,0
57,management,married,tertiary,no,4547,no,no,cellular,7,aug,314,4,-1,0,unknown,0
30,services,single,secondary,no,1510,yes,no,cellular,18,nov,191,1,-1,0,unknown,0
36,blue-collar,married,secondary,no,740,yes,no,unknown,30,may,171,2,-1,0,unknown,0
34,admin.,single,secondary,no,0,yes,no,cellular,17,nov,214,1,174,2,failure,0
35,admin.,single,tertiary,no,-162,yes,yes,unknown,6,jun,119,1,-1,0,unknown,0
70,retired,married,primary,no,6538,no,no,cellular,9,sep,394,1,-1,0,unknown,1
38,management,married,tertiary,no,0,yes,no,cellular,26,aug,22,38,-1,0,unknown,0
51,management,divorced,tertiary,no,1267,yes,no,unknown,30,may,254,2,-1,0,unknown,0
37,technician,married,secondary,no,1613,yes,no,cellular,8,may,266,1,281,11,other,0
43,technician,divorced,unknown,no,4389,no,no,telephone,2,jul,632,2,85,1,success,1
55,admin.,married,secondary,no,420,yes,no,unknown,30,may,41,3,-1,0,unknown,0
65,unknown,married,unknown,no,300,no,no,cellular,12,jan,105,1,-1,0,unknown,0
59,unemployed,married,secondary,no,957,no,no,cellular,8,mar,301,1,89,2,success,1
42,blue-collar,married,secondary,yes,-204,yes,no,cellular,11,may,34,1,361,7,failure,0
49,admin.,divorced,secondary,no,190,yes,no,cellular,13,apr,421,1,-1,0,unknown,0
29,management,single,tertiary,no,187,yes,no,cellular,28,jan,154,2,555,2,failure,0
32,blue-collar,married,primary,no,494,yes,no,unknown,26,may,252,2,-1,0,unknown,0
40,self-employed,married,secondary,no,311,yes,no,unknown,20,may,723,2,-1,0,unknown,0
38,management,married,tertiary,no,0,yes,no,cellular,30,apr,571,1,-1,0,unknown,1
35,management,single,tertiary,no,62,yes,no,cellular,5,may,214,4,15,3,success,0
33,admin.,divorced,secondary,no,420,yes,no,telephone,6,feb,112,2,-1,0,unknown,0
31,management,married,tertiary,no,22546,yes,no,cellular,14,may,8,6,267,4,failure,0
60,technician,married,tertiary,no,131,no,no,cellular,12,aug,139,6,-1,0,unknown,0
41,admin.,single,secondary,no,-109,yes,yes,cellular,11,may,1038,1,370,1,failure,1
32,student,single,tertiary,no,0,no,no,cellular,4,feb,233,3,276,2,failure,1
30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,840,3,-1,0,unknown,1
33,blue-collar,single,secondary,no,49,yes,no,unknown,15,may,558,6,-1,0,unknown,0
40,blue-collar,married,primary,no,177,yes,yes,telephone,21,jul,742,4,-1,0,unknown,0
44,blue-collar,married,secondary,yes,105,yes,no,cellular,20,apr,586,1,-1,0,unknown,1
33,management,married,tertiary,no,113,yes,no,cellular,8,may,145,2,172,13,other,0
47,technician,married,secondary,no,-938,yes,no,unknown,28,may,176,2,-1,0,unknown,0
37,unemployed,divorced,secondary,no,74,yes,no,unknown,7,may,150,1,-1,0,unknown,0
36,management,single,tertiary,no,624,yes,no,unknown,6,jun,141,3,-1,0,unknown,0
29,services,married,secondary,no,3,yes,no,cellular,10,jul,183,1,-1,0,unknown,0
41,technician,married,secondary,no,1838,yes,no,cellular,15,jul,135,1,-1,0,unknown,0
49,blue-collar,divorced,primary,no,2262,yes,no,unknown,21,may,125,3,-1,0,unknown,0
26,blue-collar,married,primary,no,500,yes,no,unknown,15,may,21,6,-1,0,unknown,0
38,housemaid,married,secondary,no,1372,yes,yes,unknown,15,may,224,1,-1,0,unknown,0
37,technician,divorced,secondary,no,531,no,no,unknown,17,jun,150,7,-1,0,unknown,0
33,technician,married,tertiary,no,17455,yes,yes,cellular,18,nov,168,3,179,4,failure,0
